user_id,age,gender,occupation,zip_code
1,34,M,other,76059
2,30,M,other,77504
3,69,M,executive,10022
4,29,F,writer,10016
5,49,M,administrator,63146
6,19,F,student,78264
7,35,M,other,22911
8,41,M,marketing,60035
9,49,F,educator,97301
10,34,M,other,28814
11,49,F,executive,90291
12,48,M,librarian,01080
13,24,M,entertainment,10003
14,26,M,administrator,61801
15,25,M,librarian,46260
16,22,M,engineer,60090
17,33,M,programmer,85251
18,59,M,administrator,40205
19,31,M,educator,54248
20,43,M,engineer,91351
21,39,F,librarian,59717
22,28,F,student,78741
23,47,M,educator,74075
24,50,M,entertainment,60614
25,31,M,educator,50325
26,25,F,other,63108
27,37,F,administrator,60476
28,49,F,educator,55413
29,38,M,administrator,02154
30,31,M,entertainment,V3N4P
31,32,M,educator,48103
32,24,M,scientist,92507
33,48,M,other,02110
34,34,M,other,20755
35,55,F,other,80526
36,51,F,librarian,56321
37,48,F,artist,20008
38,30,F,artist,94025
39,43,M,engineer,30093
40,47,M,lawyer,06371
41,45,M,scientist,99709
42,27,F,administrator,19711
43,23,M,student,80521
44,65,M,retired,06518
45,21,M,programmer,91919
46,29,M,administrator,12866
47,35,M,programmer,63033
48,36,M,engineer,55443
49,17,M,student,37411
50,45,M,artist,83814
51,56,M,salesman,91206
52,28,M,student,55414
53,27,M,student,21208
54,33,M,artist,94608
55,28,M,administrator,94720
56,25,M,student,78741
57,35,M,librarian,01970
58,45,F,artist,97203
59,27,M,writer,E2A4H
60,48,M,administrator,98225
61,28,M,student,55414
62,16,F,student,95453
63,47,F,other,34656
64,51,F,lawyer,53202
65,29,M,executive,95110
66,58,M,executive,94306
67,33,M,scientist,53706
68,29,F,programmer,55108
69,30,M,programmer,98072
70,36,M,engineer,30040
71,23,M,other,84116
72,23,F,engineer,80228
73,42,M,engineer,07733
74,42,M,writer,55113
75,38,M,programmer,30220
76,20,M,student,55414
77,33,F,administrator,78213
78,22,M,student,65203
79,26,F,student,20001
80,42,M,scientist,45680
81,19,M,student,58644
82,27,F,student,78739
83,41,F,educator,70403
84,29,M,student,01002
85,27,M,student,76201
86,28,M,scientist,07030
87,31,M,administrator,M7A1A
88,26,M,executive,84601
89,22,M,student,77841
90,28,F,scientist,07310
91,21,F,student,55414
92,18,M,student,90210
93,23,M,entertainment,10021
94,25,M,student,55454
95,20,F,homemaker,42459
96,25,M,student,37235
97,55,M,technician,75094
98,27,M,student,55108
99,20,M,student,87501
100,55,M,other,94920
101,26,M,executive,94403
102,47,M,other,V0R2M
103,32,M,writer,55369
104,13,M,other,48118
105,24,M,artist,10003
106,30,M,other,12345
107,55,M,educator,01602
108,57,M,retired,98257
109,34,M,technician,92110
110,20,M,student,39762
111,28,M,librarian,27514
112,22,M,administrator,13210
113,30,F,librarian,22903
114,23,M,student,84604
115,46,F,other,44224
116,27,F,other,20009
117,36,M,other,45243
118,31,F,scientist,32114
119,25,F,student,32301
120,28,M,student,14216
121,42,M,engineer,83814
122,38,F,administrator,49428
123,18,F,writer,28450
124,24,F,other,90034
125,41,M,administrator,15235
126,36,M,writer,10003
127,48,F,librarian,78209
128,48,M,writer,80209
129,33,M,engineer,33716
130,32,M,other,28806
131,21,M,student,91711
132,37,M,lawyer,43215
133,35,M,student,29210
134,28,M,student,48105
135,51,F,administrator,03062
136,22,F,student,20006
137,20,F,student,68503
138,27,M,artist,11211
139,21,M,student,55408
140,43,F,administrator,16803
141,42,M,executive,98101
142,23,M,programmer,94086
143,48,M,educator,98072
144,42,M,librarian,23509
145,25,M,engineer,19047
146,44,F,librarian,68504
147,38,F,administrator,48103
148,30,M,student,80027
149,19,M,student,02146
150,28,M,librarian,85282
151,44,M,educator,42647
152,24,M,engineer,19422
153,30,F,other,95316
154,15,M,student,98102
155,60,M,retired,21201
156,44,F,executive,11577
157,27,M,programmer,75013
158,20,M,student,97229
159,28,F,other,54467
160,50,F,educator,53171
161,18,M,student,92113
162,23,F,student,55346
163,32,F,other,11217
164,33,M,engineer,80525
165,40,M,executive,92629
166,23,M,engineer,83716
167,53,M,librarian,04988
168,21,M,student,E2E3R
169,26,M,executive,98133
170,39,M,educator,01915
171,31,M,programmer,92660
172,20,M,student,79508
173,30,M,educator,55409
174,61,M,educator,49938
175,55,M,educator,78212
176,32,M,administrator,02215
177,31,M,marketing,75240
178,34,F,administrator,52241
179,39,M,scientist,55122
180,36,M,programmer,33884
181,24,M,other,32789
182,40,M,student,55422
183,29,M,doctor,63108
184,42,M,doctor,66221
185,63,M,educator,09645
186,27,M,student,15217
187,23,M,writer,32067
188,22,F,student,54901
189,42,F,writer,85016
190,33,M,entertainment,91344
191,35,M,programmer,55414
192,26,M,administrator,46005
193,33,M,entertainment,37412
194,20,M,student,02215
195,22,F,student,15203
196,48,M,technician,21012
197,38,F,entertainment,90814
198,24,F,other,55116
199,39,M,executive,06927
200,41,M,programmer,55346
201,53,F,other,94043
202,23,M,scientist,19807
203,50,M,writer,27105
204,22,M,engineer,02215
205,32,M,student,97301
206,32,M,educator,26506
207,20,M,other,99835
208,34,M,educator,91903
209,49,M,programmer,36117
210,63,M,programmer,01810
211,26,M,educator,14627
212,48,F,healthcare,75218
213,20,F,student,92626
214,25,M,scientist,28480
215,29,M,lawyer,20009
216,26,F,librarian,22903
217,51,M,engineer,22932
218,35,F,none,39042
219,49,M,administrator,97212
220,36,F,administrator,44265
221,24,F,student,35802
222,37,M,other,94131
223,30,M,student,10025
224,28,M,writer,91505
225,22,M,other,55320
226,23,F,educator,20784
227,53,F,administrator,80303
228,54,F,administrator,20879
229,37,M,programmer,01331
230,27,F,marketing,46538
231,56,M,other,22306
232,20,M,student,50112
233,29,M,other,10019
234,50,F,other,10016
235,29,M,engineer,91201
236,61,M,engineer,22902
237,38,M,scientist,27514
238,32,M,technician,73071
239,35,M,lawyer,37901
240,20,M,student,40504
241,57,M,engineer,70808
242,19,F,student,47906
243,29,M,other,55420
244,66,M,salesman,32605
245,31,F,healthcare,27713
246,28,M,educator,16509
247,22,M,writer,92154
248,27,M,other,30350
249,48,M,other,80127
250,25,M,writer,63108
251,27,F,other,48103
252,38,F,programmer,55105
253,39,F,other,30329
254,61,M,retired,55125
255,24,M,engineer,55337
256,64,M,other,91606
257,37,F,programmer,55105
258,42,M,administrator,75204
259,21,M,student,48823
260,60,M,programmer,06365
261,62,M,healthcare,12603
262,42,M,other,10960
263,44,M,engineer,55337
264,19,F,student,74078
265,17,M,student,60089
266,26,M,writer,30068
267,43,F,marketing,97215
268,57,M,engineer,94551
269,54,F,administrator,90095
270,48,F,administrator,73034
271,21,M,writer,52245
272,24,M,student,87544
273,18,F,student,40256
274,20,M,student,48825
275,20,M,student,16125
276,30,M,technician,29379
277,23,F,student,76111
278,18,F,other,06492
279,36,F,writer,90064
280,38,F,technician,55038
281,38,M,executive,L1V3W
282,31,M,executive,44648
283,51,F,educator,48118
284,59,F,librarian,62901
285,26,M,programmer,55414
286,36,M,scientist,37076
287,30,M,lawyer,22202
288,54,M,educator,80227
289,22,M,student,61801
290,56,M,educator,02159
291,23,M,homemaker,61755
292,32,M,programmer,67401
293,47,M,educator,29206
294,50,M,educator,27606
295,24,F,marketing,20009
296,44,F,writer,53214
297,26,M,writer,55408
298,36,M,salesman,43221
299,25,M,student,27511
300,17,F,student,61073
301,35,M,administrator,34105
302,30,M,other,48076
303,40,M,scientist,70116
304,35,M,technician,73162
305,19,M,student,24060
306,35,F,other,37212
307,26,M,educator,16801
308,35,M,technician,95403
309,35,F,other,14211
310,32,M,engineer,55117
311,22,M,student,29201
312,33,M,educator,60201
313,44,M,programmer,98117
314,48,F,educator,78750
315,42,M,student,29440
316,46,M,administrator,94086
317,39,M,educator,93101
318,42,M,educator,77904
319,34,M,engineer,18053
320,22,M,student,10025
321,38,M,programmer,22030
322,39,F,administrator,03755
323,27,M,marketing,11217
324,30,M,writer,17604
325,18,F,student,93063
326,25,M,artist,11231
327,32,M,scientist,62901
328,24,M,engineer,60007
329,25,M,writer,40206
330,13,F,student,55106
331,20,F,student,54302
332,28,M,doctor,85032
333,28,M,technician,80525
334,27,M,programmer,20723
335,50,M,programmer,22902
336,27,M,programmer,66215
337,32,M,librarian,30002
338,31,M,educator,20064
339,37,M,other,06811
340,35,F,administrator,V1G4L
341,19,M,student,77840
342,44,M,other,96754
343,57,M,educator,94618
344,70,F,retired,48322
345,23,M,programmer,55128
346,27,M,programmer,20707
347,18,F,student,98620
348,44,M,scientist,53711
349,37,M,engineer,77845
350,49,F,educator,61401
351,29,M,engineer,03052
352,39,M,artist,95628
353,32,M,artist,95014
354,17,M,student,97302
355,55,M,scientist,50613
356,28,F,librarian,94143
357,46,M,programmer,03869
358,45,M,doctor,47401
359,22,M,student,21227
360,32,M,engineer,23322
361,25,M,educator,08360
362,33,F,salesman,30011
363,44,M,administrator,61820
364,26,M,engineer,55343
365,50,M,educator,14534
366,17,M,student,60402
367,14,F,student,02136
368,35,M,administrator,28018
369,29,M,other,20090
370,31,F,librarian,43201
371,25,M,artist,15610
372,24,M,programmer,38115
373,26,F,student,33319
374,42,F,librarian,12065
375,57,M,other,97330
376,33,M,programmer,92626
377,15,M,student,05146
378,28,M,administrator,94305
379,21,M,lawyer,90034
380,28,F,student,14476
381,45,M,executive,33775
382,57,F,librarian,92093
383,26,M,other,19341
384,65,M,retired,02903
385,29,M,engineer,03261
386,21,M,programmer,55303
387,19,M,student,20685
388,52,M,writer,59801
389,25,M,executive,13820
390,37,M,educator,91711
391,23,M,student,01375
392,21,M,entertainment,10309
393,19,M,student,28734
394,18,M,student,06333
395,57,M,administrator,91344
396,22,M,student,23092
397,29,F,artist,V5A2B
398,40,M,other,60008
399,42,F,other,07204
400,50,F,administrator,04102
401,24,M,engineer,94043
402,22,F,student,71701
403,35,M,salesman,63304
404,33,F,educator,85710
405,19,M,student,14853
406,18,F,student,55105
407,55,M,marketing,01913
408,25,M,student,60135
409,25,M,other,14216
410,30,F,artist,48197
411,17,M,entertainment,37777
412,29,F,librarian,53144
413,32,M,programmer,43212
414,27,M,scientist,02113
415,22,M,other,23237
416,22,M,student,90804
417,48,M,educator,10314
418,29,M,scientist,43212
419,14,F,student,53115
420,33,M,administrator,95161
421,35,F,homemaker,85233
422,24,M,engineer,08034
423,28,F,other,10010
424,39,F,executive,00000
425,43,F,healthcare,85210
426,22,F,healthcare,10019
427,42,M,scientist,93555
428,30,F,salesman,97408
429,30,M,engineer,95129
430,44,F,educator,95821
431,18,F,writer,81648
432,22,M,student,85282
433,53,M,engineer,78602
434,60,M,retired,94702
435,30,F,administrator,52302
436,15,M,entertainment,20755
437,20,F,student,08043
438,43,F,other,77009
439,27,M,student,29205
440,20,M,student,05464
441,51,M,other,06512
442,42,M,technician,64118
443,39,M,marketing,92037
444,21,F,artist,33205
445,29,M,engineer,94040
446,43,M,artist,98006
447,37,F,other,V0R2H
448,40,F,educator,73013
449,24,M,student,55454
450,24,M,entertainment,08816
451,60,M,educator,78155
452,41,M,entertainment,01040
453,22,F,administrator,60202
454,38,M,engineer,30078
455,24,M,technician,85711
456,53,M,marketing,07102
457,55,M,marketing,22207
458,19,M,student,83686
459,23,F,student,02125
460,58,M,educator,06437
461,36,M,executive,22911
462,28,M,engineer,02341
463,47,M,technician,Y1A6B
464,27,M,programmer,53211
465,44,M,educator,63130
466,35,M,librarian,44212
467,31,M,programmer,80236
468,40,F,marketing,43085
469,31,F,educator,43512
470,18,F,student,95521
471,51,M,administrator,06779
472,26,M,student,55108
473,25,M,administrator,55412
474,29,M,other,55423
475,28,M,student,60440
476,26,F,librarian,11231
477,50,F,educator,60187
478,40,F,writer,92115
479,26,F,none,78704
480,28,M,engineer,20770
481,44,F,other,08105
482,36,F,student,77845
483,28,F,lawyer,20015
484,51,M,other,97365
485,50,F,healthcare,60657
486,33,M,lawyer,90405
487,44,M,engineer,29631
488,68,M,retired,48911
489,30,F,administrator,17345
490,20,F,student,50670
491,70,M,engineer,00000
492,51,F,administrator,58202
493,40,F,librarian,30030
494,28,M,programmer,63044
495,20,M,student,92705
496,33,M,librarian,12180
497,24,M,technician,43537
498,23,M,student,38401
499,32,F,homemaker,92688
500,46,M,programmer,53066
501,25,F,administrator,80538
502,27,M,technician,80913
503,18,M,student,55104
504,19,M,other,93612
505,28,M,student,92103
506,49,M,writer,40515
507,52,M,writer,08534
508,51,M,retired,63645
509,46,M,engineer,80123
510,53,M,educator,02140
511,47,M,administrator,91040
512,30,M,other,33484
513,48,M,administrator,83709
514,32,M,educator,43202
515,22,M,student,44074
516,42,F,administrator,44124
517,47,M,executive,95032
518,39,M,educator,11787
519,43,M,librarian,02324
520,33,M,none,73439
521,40,F,artist,89801
522,24,F,entertainment,11238
523,30,M,technician,21114
524,46,M,doctor,53211
525,36,M,administrator,05201
526,50,F,writer,27514
527,36,F,engineer,01754
528,55,M,librarian,19102
529,60,M,educator,33556
530,23,M,student,61755
531,31,M,executive,55105
532,29,F,librarian,48197
533,25,M,student,53703
534,33,M,scientist,95123
535,30,F,librarian,94117
536,39,M,artist,55406
537,31,F,educator,68767
538,27,M,programmer,63021
539,16,M,none,84010
540,46,F,healthcare,84107
541,51,M,executive,93711
542,60,M,educator,78628
543,38,M,educator,27705
544,18,M,student,55454
545,27,F,other,20657
546,21,M,programmer,47905
547,37,F,marketing,29678
548,33,F,administrator,55337
549,24,M,student,55439
550,30,M,other,74101
551,13,M,none,94306
552,47,M,healthcare,80123
553,37,M,scientist,10522
554,50,M,healthcare,06472
555,30,M,librarian,51157
556,13,M,student,83702
557,43,F,writer,53711
558,35,M,marketing,47024
559,35,F,educator,11758
560,21,F,student,54494
561,51,F,administrator,43204
562,65,M,retired,94591
563,44,F,marketing,97208
564,40,M,writer,93055
565,30,M,librarian,78205
566,24,M,student,60626
567,26,M,other,14216
568,28,M,programmer,55305
569,68,M,retired,61455
570,40,M,educator,45810
571,33,F,other,15213
572,32,M,administrator,95050
573,60,M,writer,94583
574,44,F,other,60630
575,17,M,student,60402
576,24,M,technician,77042
577,49,F,writer,99709
578,56,M,educator,53188
579,33,M,other,80919
580,64,M,doctor,97405
581,45,F,educator,80302
582,29,F,student,55408
583,35,F,administrator,55406
584,25,M,programmer,53713
585,10,M,student,77459
586,51,M,doctor,85258
587,22,M,administrator,20057
588,54,M,librarian,99603
589,46,M,educator,M4J2K
590,18,F,salesman,49036
591,45,M,scientist,55106
592,17,M,student,44134
593,24,M,technician,31820
594,69,M,librarian,98501
595,60,M,retired,18505
596,50,M,lawyer,55104
597,20,F,student,98801
598,45,M,librarian,70124
599,36,F,artist,55409
600,51,F,librarian,91105
601,49,M,writer,55105
602,42,M,educator,90840
603,36,M,engineer,22902
604,34,M,writer,90019
605,20,F,other,53715
606,39,M,scientist,60466
607,30,M,programmer,06355
608,48,M,executive,98281
609,51,M,educator,22906
610,19,F,student,84302
611,35,F,educator,33884
612,73,M,retired,37771
613,42,M,programmer,75006
614,52,M,educator,93109
615,26,M,educator,49512
616,26,M,student,71457
617,16,F,student,49705
618,32,M,executive,55369
619,44,F,other,62522
620,48,F,writer,94618
621,39,M,educator,85711
622,29,F,administrator,21114
623,21,M,other,33765
624,25,M,other,45439
625,38,F,student,14085
626,21,M,other,N4T1A
627,21,M,student,19149
628,30,F,writer,11217
629,40,M,educator,10022
630,27,M,engineer,60067
631,53,M,marketing,49508
632,34,M,other,98038
633,17,F,student,44405
634,29,M,programmer,27502
635,41,M,other,20902
636,40,M,engineer,93550
637,7,M,student,55436
638,31,M,engineer,17110
639,23,M,administrator,10011
640,31,M,student,33066
641,27,M,engineer,N2L5N
642,20,M,programmer,19104
643,52,F,other,53705
644,24,F,student,45660
645,22,M,student,18015
646,50,F,homemaker,17331
647,44,M,engineer,05452
648,41,F,healthcare,93555
649,19,M,student,56567
650,30,M,administrator,95938
651,50,M,educator,84408
652,30,M,administrator,55113
653,22,M,student,85281
654,23,M,entertainment,07029
655,26,M,other,64153
656,19,M,student,44106
657,14,F,student,27249
658,25,M,programmer,55337
659,38,M,engineer,98682
660,17,F,student,51250
661,43,F,administrator,68106
662,29,M,programmer,50233
663,25,F,other,98006
664,27,F,administrator,97214
665,32,M,other,55116
666,40,M,programmer,93402
667,38,M,scientist,98199
668,56,F,librarian,19146
669,43,M,other,44092
670,44,M,executive,01581
671,39,M,scientist,T8H1N
672,25,M,administrator,96819
673,51,M,writer,95468
674,16,M,student,17961
675,21,M,student,60515
676,45,M,salesman,90016
677,51,M,administrator,05779
678,32,M,educator,57197
679,30,M,engineer,94115
680,37,M,administrator,06513
681,28,M,engineer,91201
682,39,M,educator,61820
683,19,M,student,30067
684,37,M,other,20009
685,49,F,administrator,19716
686,26,M,entertainment,94533
687,26,M,writer,38115
688,20,M,student,08904
689,33,M,executive,55345
690,27,F,writer,11201
691,32,F,writer,33755
692,22,M,engineer,95662
693,22,M,student,37725
694,28,M,healthcare,29301
695,37,M,other,89104
696,24,M,technician,84105
697,37,M,educator,22973
698,19,M,student,22904
699,39,M,engineer,55107
700,45,M,engineer,01824
701,22,M,other,11727
702,20,M,none,60115
703,32,M,student,97301
704,30,M,salesman,60613
705,37,M,other,L9G2B
706,43,M,engineer,01720
707,23,F,administrator,20817
708,58,M,educator,62901
709,38,M,engineer,92064
710,20,M,student,61820
711,18,M,student,97520
712,28,M,educator,20850
713,27,M,student,53706
714,30,M,marketing,97124
715,34,M,marketing,23226
716,24,M,programmer,10021
717,22,M,student,11101
718,32,F,writer,22206
719,27,M,marketing,19382
720,29,F,librarian,22903
721,13,F,student,55337
722,57,M,educator,60201
723,21,M,administrator,90210
724,32,M,other,05001
725,49,M,engineer,21044
726,57,M,engineer,90630
727,20,F,artist,02139
728,25,M,student,60641
729,47,F,administrator,44224
730,25,M,other,77042
731,25,M,programmer,14850
732,19,F,student,02918
733,22,F,student,R3T5K
734,30,F,student,32250
735,28,M,administrator,32303
736,28,M,administrator,85202
737,21,F,student,02176
738,15,F,student,25652
739,25,M,student,84103
740,16,M,student,48446
741,34,M,educator,44691
742,22,M,other,10003
743,42,F,homemaker,95660
744,48,M,educator,01720
745,29,F,educator,98103
746,18,F,student,63119
747,46,M,executive,60659
748,31,M,administrator,10707
749,53,F,librarian,10021
750,30,M,programmer,08610
751,45,M,engineer,01940
752,15,F,student,06059
753,21,M,salesman,31211
754,50,M,educator,82435
755,50,F,educator,98027
756,21,M,writer,92653
757,53,F,librarian,97403
758,25,F,student,66046
759,28,M,artist,77048
760,30,F,artist,90008
761,21,M,student,95064
762,39,M,marketing,43017
763,33,M,scientist,27708
764,23,M,student,27510
765,21,M,student,21218
766,60,M,retired,95076
767,26,M,student,15232
768,28,F,other,06405
769,26,M,technician,46260
770,47,M,administrator,89503
771,31,M,student,K7L5J
772,23,M,student,55105
773,29,M,other,11753
774,49,M,educator,08403
775,30,M,administrator,17870
776,30,M,marketing,77081
777,25,M,educator,15222
778,39,F,librarian,32707
779,39,M,engineer,03060
780,35,F,marketing,17325
781,25,M,programmer,31909
782,34,M,student,60615
783,29,F,healthcare,85719
784,33,M,marketing,46032
785,20,M,student,63129
786,35,M,student,02859
787,59,F,administrator,15237
788,17,M,student,76309
789,21,F,artist,94533
790,27,M,artist,50322
791,35,F,educator,30606
792,36,M,engineer,99206
793,43,M,administrator,26241
794,52,M,programmer,45218
795,24,M,student,91335
796,29,F,educator,23227
797,46,M,librarian,77008
798,31,M,other,36106
799,19,M,student,60152
800,24,M,writer,60804
801,34,M,educator,60089
802,17,M,student,77005
803,49,F,healthcare,02154
804,21,F,student,55414
805,25,F,artist,75206
806,25,F,other,80526
807,24,M,technician,78704
808,53,F,healthcare,30067
809,17,M,student,93003
810,45,M,other,73132
811,23,M,engineer,60005
812,36,M,executive,78746
813,49,F,administrator,16506
814,40,M,programmer,12205
815,21,F,student,22003
816,28,M,programmer,98121
817,53,M,programmer,20910
818,29,M,student,55417
819,26,M,executive,21218
820,24,M,other,94612
821,45,M,administrator,12550
822,46,M,executive,90036
823,48,M,technician,02139
824,52,F,librarian,10960
825,51,M,educator,20003
826,39,M,engineer,T8H1N
827,20,M,student,14627
828,36,M,educator,79070
829,25,M,other,92374
830,32,M,entertainment,80525
831,40,M,other,44133
832,24,M,marketing,92629
833,49,M,programmer,94560
834,47,F,other,06260
835,35,F,programmer,94703
836,27,M,programmer,52246
837,20,M,student,50613
838,19,F,student,77801
839,25,M,student,95823
840,35,M,salesman,33308
841,29,F,librarian,20854
842,15,F,student,44212
843,44,F,writer,83702
844,23,M,salesman,42101
845,20,F,student,55414
846,26,M,student,55104
847,55,M,other,45218
848,25,M,programmer,55414
849,22,M,executive,66315
850,35,M,engineer,40503
851,36,F,marketing,07039
852,70,M,administrator,78212
853,41,M,programmer,94043
854,37,M,librarian,76013
855,49,M,librarian,50266
856,44,F,other,60630
857,22,M,student,21250
858,30,M,programmer,32712
859,33,F,educator,68767
860,22,M,student,55109
861,21,M,technician,91206
862,44,F,other,29464
863,27,M,technician,08052
864,20,M,student,61801
865,28,F,programmer,06906
866,62,F,administrator,78756
867,11,M,none,94619
868,36,F,marketing,55422
869,33,M,engineer,97006
870,26,M,student,77380
871,40,F,writer,64131
872,37,F,writer,53210
873,26,M,other,49512
874,36,M,executive,90254
875,18,M,other,29646
876,23,M,librarian,55021
877,22,M,entertainment,50311
878,46,M,engineer,02146
879,19,M,student,92020
880,30,F,none,90247
881,40,M,healthcare,97232
882,34,M,student,01960
883,24,M,student,41850
884,27,M,lawyer,47130
885,31,M,scientist,21010
886,50,M,educator,61462
887,34,M,technician,78390
888,23,M,programmer,55428
889,26,F,scientist,21911
890,49,F,librarian,11701
891,45,M,other,68147
892,22,M,engineer,92121
893,23,M,student,55454
894,31,M,educator,18301
895,17,M,student,27514
896,19,F,artist,99687
897,29,M,student,94708
898,39,M,scientist,98034
899,34,M,programmer,02320
900,27,F,other,20009
901,44,F,educator,97007
902,37,F,librarian,30033
903,31,M,executive,40243
904,53,M,lawyer,90703
905,51,M,other,98027
906,26,F,homemaker,96349
907,27,F,educator,62903
908,44,M,artist,10018
909,29,M,student,49931
910,26,F,healthcare,55408
911,32,M,student,10003
